phase,match_time,event,label,team_id,player_id,points,x_pos,y_pos,ex_pos,ey_pos,m_pos,info,millis,gmt_offset,score0,score1,plot,manual_label
L2,4321,Turnover,Turnover,34,,0,27,6.1,,,,"Knock On,Opp Half",1572659155000,9,12,25,FALSE,Turnover
L2,4328,Ruck,Ruck,39,,0,29.8,5.6,,,,Ruck won,1572659160000,9,12,25,FALSE,Ruck
L2,4332,Kick,Kick,39,29126,0,22.3,12.9,66.78,8.98,44.46,Ball into play,1572659164000,9,12,25,FALSE,Kick
L2,4345,Ruck,Ruck,34,,0,53.7,5.4,,,,Ruck won,1572659178000,9,12,25,FALSE,Ruck
L2,4354,Ruck,Ruck,34,,0,53.9,20.1,,,,Ruck won,1572659187000,9,12,25,FALSE,Ruck
L2,4363,Ruck,Ruck,34,,0,59.8,55.2,,,,Ruck won,1572659196000,9,12,25,FALSE,Ruck
L2,4370,Ruck,Ruck,34,,0,60.2,32.7,,,,Ruck won,1572659203000,9,12,25,FALSE,Ruck
L2,4374,Ruck,Ruck,34,,0,58,44.6,,,,Ruck won,1572659207000,9,12,25,FALSE,Ruck
L2,4388,Ruck,Ruck,34,,0,57.1,72.9,,,,Ruck won,1572659221000,9,12,25,FALSE,Ruck
L2,4393,Turnover,Turnover,34,,0,60.7,10.3,,,,"Own Half,Knock On",1572659226000,9,12,25,FALSE,Turnover
L2,4397,Linebreak,Linebreak,39,48565,0,88.7,9.8,,,,"",1572659230000,9,12,25,FALSE,Linebreak
L2,4397,Defender beaten,Defender beaten,39,48565,0,88.7,9.8,,,,"",1572659229000,9,12,25,FALSE,Defender beaten
L2,4399,T5,Try,39,48565,5,104.1,22.4,,,,"Individual Effort,Ball into play",1572659232000,9,12,30,TRUE,Try
L2,4432,Defender beaten,Defender beaten,39,48565,0,76.8,9,,,,"",1572659264000,9,12,30,FALSE,Defender beaten
L2,4439,Defender beaten,Defender beaten,39,48565,0,76.8,9,,,,"",1572659272000,9,12,30,FALSE,Defender beaten
L2,4491,C2,Conversion,39,46392,2,72.9,14.4,102.85,51.79,29.99,Middle,1572659323000,9,12,32,TRUE,Conversion
L2,4518,TS,Replacement On - Tactical Substitution,34,45665,0,,,,,,"",1572659323027,9,12,32,FALSE,Replacement On - Tactical Substitution
L2,4518,TS,Replacement Off - Tactical Substitution,34,34189,0,,,,,,"",1572659323027,9,12,32,FALSE,Replacement Off - Tactical Substitution
L2,4520,Linebreak,Linebreak,39,58707,0,65.7,46.1,,,,"",1572659353000,9,12,32,FALSE,Linebreak
L2,4520,Defender beaten,Defender beaten,39,58707,0,65.7,46.1,,,,"",1572659352000,9,12,32,FALSE,Defender beaten
L2,4526,Ruck,Ruck,39,,0,73.2,20.1,,,,Ruck won,1572659358000,9,12,32,FALSE,Ruck
L2,4529,Kick,Kick,39,46392,0,65.4,38.9,84.64,95.64,19.28,Ball into play,1572659362000,9,12,32,FALSE,Kick
L2,4543,Ruck,Ruck,34,,0,82.9,94.6,,,,Ruck won,1572659376000,9,12,32,FALSE,Ruck
L2,4549,Ruck,Ruck,34,,0,84.5,86.4,,,,Ruck won,1572659383000,9,12,32,FALSE,Ruck
L2,4556,Defender beaten,Defender beaten,34,38907,0,82.3,58,,,,"",1572659389000,9,12,32,FALSE,Defender beaten
L2,4559,Ruck,Ruck,34,,0,82.3,58,,,,Ruck won,1572659392000,9,12,32,FALSE,Ruck
L2,4565,Ruck,Ruck,34,,0,80.7,43,,,,Ruck won,1572659398000,9,12,32,FALSE,Ruck
L2,4572,Ruck,Ruck,34,,0,80.7,43,,,,Ruck won,1572659405000,9,12,32,FALSE,Ruck
L2,4580,Turnover,Turnover,34,,0,82.9,88.2,,,,"Own Half,Knock On",1572659413000,9,12,32,FALSE,Turnover
L2,4594,Defender beaten,Defender beaten,39,58707,0,51.4,45.9,,,,"",1572659426000,9,12,32,FALSE,Defender beaten
L2,4607,TS,Replacement On - Tactical Substitution,39,67397,0,,,,,,"",1572659426013,9,12,32,FALSE,Replacement On - Tactical Substitution
L2,4607,TS,Replacement Off - Tactical Substitution,39,56104,0,,,,,,"",1572659426013,9,12,32,FALSE,Replacement Off - Tactical Substitution
L2,4623,Restart,Restart,34,43573,0,49.5,50.8,,,,Own Player,1572659456000,9,12,32,FALSE,Restart
L2,4632,Scrum,Scrum,39,,0,83,93.3,,,,"Pass,Ball into play,Stable,Won Out Right",1572659494000,9,12,32,FALSE,Scrum
L2,4638,Ruck,Ruck,39,,0,85,78.1,,,,Ruck won,1572659500000,9,12,32,FALSE,Ruck
L2,4644,Ruck,Ruck,39,,0,84.3,68.8,,,,Ruck won,1572659506000,9,12,32,FALSE,Ruck
L2,4650,Ruck,Ruck,39,,0,83.4,57.5,,,,Ruck won,1572659512000,9,12,32,FALSE,Ruck
L2,4655,Miss DG,Missed Drop Goal,39,46392,0,70,55.7,,,,"Ball into play,Missed right",1572659517000,9,12,32,FALSE,Missed Drop Goal
L2,4682,Turnover,Turnover,34,,0,77.9,-0.6,,,,Own Half,1572659545000,9,12,32,FALSE,Turnover
L2,4704,Restart,Restart,34,43573,0,81.2,41.7,,,,Error Out Of Play,1572659537000,9,12,32,FALSE,Restart
L2,4729,Scrum,Scrum,39,,0,78.6,48.7,,,,"Pass,Ball into play,Stable,Won Out Right",1572659591000,9,12,32,FALSE,Scrum
L2,4742,Ruck,Ruck,39,,0,84.3,37.1,,,,Ruck won,1572659603000,9,12,32,FALSE,Ruck
L2,4754,Ruck,Ruck,39,,0,87,65.5,,,,Ruck won,1572659616000,9,12,32,FALSE,Ruck
L2,4758,Ruck,Ruck,39,,0,84.6,76,,,,Ruck won,1572659620000,9,12,32,FALSE,Ruck
L2,4765,Ruck,Ruck,39,,0,84.8,94.1,,,,Ruck won,1572659627000,9,12,32,FALSE,Ruck
L2,4779,Ruck,Ruck,39,,0,82.3,80.4,,,,Ruck won,1572659641000,9,12,32,FALSE,Ruck
L2,4789,Ruck,Ruck,39,,0,85.4,92.8,,,,Ruck won,1572659651000,9,12,32,FALSE,Ruck
L2,4798,Ruck,Ruck,39,,0,83.4,84.8,,,,Ruck won,1572659660000,9,12,32,FALSE,Ruck
L2,4803,Kick,Kick,39,46392,0,69.8,83.8,72.14,101.57,2.32,Ball into play,1572659665000,9,12,32,FALSE,Kick
LFT,4800,MS,Change Match Status,39,,0,0,0,,,,"",1572659714000,9,12,32,FALSE,Change Match Status
